Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples);P. falciparum Newbold mRNA Seq data - 0 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 0 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - nonunique (Pf3D7 blood stage RNAseq)
PF3D7_1452500;PF3D7_1452500.1;syntaxin-6, putative;39;81.2;61.05;25;10.5;21.99;75.2;124.4;95.33;59.35;26.74;9.75;23.94;53.88;92.6;86
PF3D7_1452600;PF3D7_1452600.1;conserved Plasmodium protein, unknown function;34;55.8;15.73;26.97;16.84;17.34;20.54;41;40.61;19.68;32.73;19.53;19.92;30.94;50.25;51.99
PF3D7_1452700;PF3D7_1452700.1;U1 snRNP-associated protein, putative;54.9;85.7;64.37;37.28;53.39;171;144.88;42.14;50.88;51.72;36.45;47.79;155.03;137.34;52.88;49.29
PF3D7_1452800;PF3D7_1452800.1;conserved Plasmodium protein, unknown function;0;31.1;6.38;0;1.44;14.84;7.75;15.79;4.77;6.42;2.86;2.12;17.37;7.66;15.28;12.61
PF3D7_1452900;PF3D7_1452900.1;conserved protein, unknown function;11;51.3;15.92;12.86;0.81;29.6;39.16;35.43;34.77;19.36;13.29;4.75;28.66;69.66;47.48;44.82
PF3D7_1453000;PF3D7_1453000.1;conserved Plasmodium protein, unknown function;35.9;77.3;74.91;86.79;35.83;50.01;26.73;22.49;23;68.38;81.21;33.74;47.14;39.94;32.89;34.05
PF3D7_1453100;PF3D7_1453100.1;dynactin subunit 4, putative;11.6;25.9;7.51;2.8;1.47;4.03;4.74;15;15.53;10.3;3.16;2.59;5.82;8.74;17.71;15.62
PF3D7_1453200;PF3D7_1453200.1;conserved Plasmodium protein, unknown function;14.9;48.8;23.76;8.92;2.98;5.38;25.31;26.67;27.84;22.54;8;2.62;5.67;20.8;36.04;35.66
PF3D7_1453300;PF3D7_1453300.1;Yos1-like protein, putative;0;51.1;11.84;0;9.64;0;38.82;8.78;31.81;29.46;28.63;22.61;20.46;23.02;29.42;29.82
PF3D7_1453400;PF3D7_1453400.1;gamma-tubulin complex component, putative;47.5;73.8;59.21;62.04;49.94;30.83;41.95;33.39;35.65;54.14;63.62;44.8;35.07;47.09;39.56;41.41
PF3D7_1453500;PF3D7_1453500.1;NAD(P) transhydrogenase, putative;16.2;23.8;4.96;4.34;2.52;9.72;8.47;13.21;9.37;6.31;5.8;3.79;5.28;4.52;10.14;8.38
PF3D7_1453600;PF3D7_1453600.1;RAP protein, putative;12.1;38.1;5.49;9.44;6.66;20.38;9.81;7.44;7.1;5.5;10.58;7.76;22.56;12.32;8.84;9.08
PF3D7_1453700;PF3D7_1453700.1;HSP90 co-chaperone p23;81.2;97.4;647.23;544.15;438.21;1090;465.72;124.95;142.01;520.85;415.73;415.97;801.57;284.01;100.68;104.22
PF3D7_1453800;PF3D7_1453800.1;glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase;75.6;86.1;136.66;129.73;75.14;94.42;114.85;107.63;119.66;147.73;156.95;92.58;127.95;132.96;133.11;131.19
PF3D7_1453900;PF3D7_1453900.1;conserved Plasmodium protein, unknown function;33;88.4;164.09;174.89;91.79;55.06;20.72;20.38;26.1;124.24;127.13;76.7;44.85;23.95;19.47;21.06
PF3D7_1454000;PF3D7_1454000.1;RNA-binding protein, putative;11.6;75.8;67.29;76.69;55.43;40.55;29.19;6.6;20.33;51.97;53.72;39.32;25.64;15.39;7.08;10.55
PF3D7_1454100;PF3D7_1454100.1;tRNA intron endonuclease, putative;0;58.3;13.02;2;0;30.27;50.84;41.4;25;19.99;7.5;0;50.01;60.29;43.15;49.61
PF3D7_1454200;PF3D7_1454200.1;conserved Plasmodium protein, unknown function;24.9;81;85.5;106.33;63.77;79.62;21.99;17.33;14.82;74.65;91.23;51.89;70.2;32.94;17.09;14.13
PF3D7_1454300;PF3D7_1454300.1;SNF1-related serine/threonine protein kinase KIN;13.8;29.1;9.76;6.41;3.87;10.51;3.9;7.94;8;11.58;8.22;4.12;9.37;5.14;8.28;5.82
PF3D7_1454400;PF3D7_1454400.1;aminopeptidase P;90.8;97.9;212.97;269.75;314.02;1277.14;749.24;312.03;332.19;323.95;415.86;459.63;1556.89;904.76;390.54;410.7
PF3D7_1454500;PF3D7_1454500.1;iron sulfur cluster assembly protein, putative;77.2;93.8;318.71;332.42;248.09;150.77;110.04;112.01;108.96;262.56;324.59;259.04;143.89;138.95;162.13;183.1
PF3D7_1454600;PF3D7_1454600.1;mitochondrial ribosomal protein S11 precursor, putative;43.9;78;34.87;28.17;39.52;105.01;90.98;29.4;47.93;35.42;25.56;31.23;95.5;50.52;33.49;29.36
PF3D7_1454700;PF3D7_1454700.1;6-phosphogluconate dehydrogenase, decarboxylating;73.7;92.7;76.18;69.91;67.63;159.01;337.81;115.34;95.33;108.84;121.76;115.09;241.08;501.41;128.15;133.03
PF3D7_1454800;PF3D7_1454800.1;conserved Plasmodium protein, unknown function;0;31.2;3.31;0;4.5;2.57;0;0;0;3.75;5.09;3.3;1.59;2.39;5.49;0.82
PF3D7_1454900;PF3D7_1454900.1;conserved protein, unknown function;49.2;73.5;35.28;62.06;49.07;84.74;45;34.9;59.27;33.27;48.76;52.66;50.25;25.41;28.25;39.21
PF3D7_1455000;PF3D7_1455000.1;protein phosphatase PPM3, putative;11.8;33.1;11.97;6.69;4.96;4.12;4.85;9.87;10.43;13.3;7.66;7.15;5.54;6.23;8.45;6.24
PF3D7_1455100;PF3D7_1455100.1;protein tyrosine phosphatase, putative;69.9;90.6;93.26;71.91;39.9;234.03;133.24;243.75;185.15;247.02;238.03;126.54;414.16;227.87;234.42;226.91
PF3D7_1455200;PF3D7_1455200.1;methyltransferase, putative, unspecified product;22.7;82;15.04;10.48;9.91;41.14;140.27;13.13;38.65;15.52;9.68;7.4;38.66;78.4;19.06;28.85
PF3D7_1455200;PF3D7_1455200.2;methyltransferase, putative, unspecified product;22.7;82;15.04;10.48;9.91;41.14;140.27;13.13;38.65;15.52;9.68;7.4;38.66;78.4;19.06;28.85
PF3D7_1455300;PF3D7_1455300.1;conserved protein, unknown function;65.8;97.4;412;483.25;128.42;63.8;66.86;710.51;746.75;291.15;316.48;87.09;38.1;22.89;397.19;404.93
PF3D7_1455400;PF3D7_1455400.1;hemolysin III;85.3;92.1;253.13;165.8;105.53;311.43;302.8;195.93;222.9;653.37;512.65;297.63;531.26;636.09;261.47;291.57
PF3D7_1455500;PF3D7_1455500.1;AP-1 complex subunit gamma, putative;63.9;78.2;83.39;63.87;53.32;57.96;116.04;63.12;57.73;83.3;70.53;57.73;90.26;109.03;62.81;66.15
PF3D7_1455600;PF3D7_1455600.1;ferlin, putative;11.5;49.4;10.62;2.99;0.88;7.78;7.32;35.14;32.15;10.88;4.35;1.37;4.59;9.41;38.13;36.72
PF3D7_1455700;PF3D7_1455700.1;conserved Plasmodium protein, unknown function;33;67.8;51.4;20.21;10.32;16.51;57.31;48.93;60.22;44;17.72;10.2;19.32;63.03;54.35;59.51
PF3D7_1455800;PF3D7_1455800.1;LCCL domain-containing protein;11;26.4;4.96;4.25;3.44;8.38;2.46;9.19;8.71;6.18;6.1;5.04;7.09;6.69;8.4;9.18
PF3D7_1455900;PF3D7_1455900.1;polyprenol reductase, putative;22;83.9;7.65;5.49;2.59;47.41;156.78;78.02;119.92;33.89;15.78;6.09;33.35;190.07;146.79;144.96
PF3D7_1456000;PF3D7_1456000.1;AP2 domain transcription factor, putative;21.8;52;26.78;12.99;4.99;8.63;23.91;30.98;29.4;24.52;9.16;4.27;8.91;23.92;28.99;28.29
PF3D7_1456100;PF3D7_1456100.1;serine hydroxymethyltransferase;8.7;49.5;1.97;1.27;0.8;33.86;23.67;8.76;10.58;3.34;2.95;1.41;31.19;19.14;13.37;13.71
PF3D7_1456200;PF3D7_1456200.1;conserved Plasmodium protein, unknown function;10.7;36.8;7.91;5.27;4.02;18.82;21.62;7.68;6.33;8.31;5.31;3.15;19.17;19.33;6.86;9.77
PF3D7_1456300;PF3D7_1456300.1;conserved Plasmodium protein, unknown function;22.6;51.8;13.15;20.76;13.38;36.67;16.77;13;13.25;12.39;33.31;16.22;50.7;17.04;14.52;13.96
PF3D7_1456400;PF3D7_1456400.1;conserved Plasmodium protein, unknown function;4.1;11.7;2.15;1.16;0.91;1.67;0.98;2;1.81;1.93;1.34;0.86;1.55;2.33;2.68;4.25
PF3D7_1456500;PF3D7_1456500.1;conserved Plasmodium protein, unknown function;33.3;48.4;16.54;9.27;5.35;21.26;35.41;30.53;27.65;17.12;11.24;5.05;19.9;44.05;33.71;35.34
PF3D7_1456600;PF3D7_1456600.1;mitochondrial ribosomal protein L28 precursor, putative;6.7;31.5;9.05;0.7;1.97;12.02;14.13;11.99;19.55;7.31;2.98;3.47;11.79;27.24;16.07;16.76
PF3D7_1456700;PF3D7_1456700.1;conserved Plasmodium protein, unknown function;73.6;86.8;102.98;78.24;49.56;110.72;190.56;107.6;105.5;131.43;126.28;80.07;154.58;219.95;153.22;149.05
PF3D7_1456800;PF3D7_1456800.1;V-type H(+)-translocating pyrophosphatase, putative;95.9;98.3;762.13;766.96;1094.41;1215.68;600.91;501.97;529.7;1068.02;1240.43;1853.62;1229.08;894.24;534.86;518.56
PF3D7_1456900;PF3D7_1456900.1;conserved protein, unknown function;50.9;82.6;25.86;49.08;38.86;137.42;47.13;63.96;49.66;79.43;158.88;83.82;184.49;93.15;62.24;58.4
PF3D7_1457000;PF3D7_1457000.1;signal peptide peptidase;92.1;97.9;292.62;263.35;417.27;807.42;1097.76;700.76;699.92;353.07;378.73;606.03;954.16;1433.98;895.48;900.54
PF3D7_1457100;PF3D7_1457100.1;conserved Plasmodium protein, unknown function;26.9;77.4;25.34;29.92;61.75;30.59;15.99;23.5;16.38;22.2;25.82;55.28;33.69;18.17;25.03;20.4
PF3D7_1457200;PF3D7_1457200.1;thioredoxin 1;89.3;98.8;329.84;188.84;316.24;924.11;1641.74;772.8;653.26;288.75;130.97;252.88;606.75;845.95;481.81;437.3
PF3D7_1457300;PF3D7_1457300.1;MA3 domain-containing protein, putative;83.5;93.2;166.9;158.59;91.01;367.44;239.77;144.75;144.5;288.43;277.37;189.59;494.31;262.81;174.61;192.02
PF3D7_1457400;PF3D7_1457400.1;conserved Plasmodium protein, unknown function;25;41.3;11.87;13.55;4.37;10.4;16.3;16.15;15.43;17.04;19.06;6.3;8.76;15.6;19.96;19.09
PF3D7_1457500;PF3D7_1457500.1;vacuolar protein sorting-associated protein 4;35.5;79;13.45;13.56;7.07;52.46;45.08;111.09;83.12;20.62;18.75;10.88;50.01;67.06;121.17;108.36
PF3D7_1457600;PF3D7_1457600.1;conserved Plasmodium protein, unknown function;36.9;68.2;27.31;48.19;36.16;58.13;37.77;23.19;27.64;28.11;42.82;34.18;54.66;36.97;36.25;31.69
PF3D7_1457700;PF3D7_1457700.1;large ribosomal subunit nuclear export factor, putative;32.8;88.6;132.98;177.6;100.59;99.41;38.4;20.12;23.6;116.02;151.54;86.75;93.55;28.5;19.81;19.45
PF3D7_1457800;PF3D7_1457800.1;conserved Plasmodium protein, unknown function;5.5;21.1;6.15;3.12;1.1;3.36;5.93;2.68;3.65;6.34;2.92;2.16;2.78;4.69;3.9;6.43
PF3D7_1457900;PF3D7_1457900.1;conserved Plasmodium protein, unknown function;20.8;49.7;20.25;19.83;10.52;8.09;11.53;18.2;21.09;16.56;17.53;9.54;7.24;11.97;19.53;18.68
PF3D7_1458000;PF3D7_1458000.1;cysteine proteinase falcipain 1;32.4;93.5;306.68;302.75;204.7;87.72;17.48;32.03;41.9;247.14;258.39;166.1;95.19;43.54;36.03;33.41
PF3D7_1458100;PF3D7_1458100.1;protein PET117, putative;24.7;81.4;12.36;23.29;3.14;21.54;67.55;126.07;103.8;68.17;55.16;12.91;28.18;63.43;94.7;130.47
PF3D7_1458200;PF3D7_1458200.1;conserved Plasmodium protein, unknown function;48.8;91.2;226.62;175.1;50.14;53.44;35.91;115.75;137.94;163.51;148.48;41.18;49.67;51.46;68.02;64.48
PF3D7_1458300;PF3D7_1458300.1;conserved Plasmodium protein, unknown function;27.5;74.3;28.61;12.45;3.64;14.41;42.36;83.14;90.52;35.48;14.97;5.62;13.79;67.75;110.13;110.05
PF3D7_1458400;PF3D7_1458400.1;aminodeoxychorismate lyase;14.6;63;3.45;6.19;5.85;56.14;31.43;14.93;36.71;11.39;17.88;17.51;63.77;61.51;21.44;25.56
PF3D7_1458500;PF3D7_1458500.1;spindle assembly abnormal protein 4, putative;12.2;46;21.08;9.88;7.19;4.32;29.83;27.14;25.41;16.77;7.28;6.59;4.17;17.95;16.33;16.08
PF3D7_1458600;PF3D7_1458600.1;zinc finger protein, putative;45.9;75.7;62.33;79.44;37.77;54.6;46.23;34.86;31.57;70.79;96.95;50.11;64.58;57.19;39.31;41.42
PF3D7_1458700;PF3D7_1458700.1;exonuclease V, mitochondrial, putative;35.7;81.7;22.14;15.53;5.76;49.07;137.92;126.07;100.34;29.13;23.13;10.45;64.03;124.62;128.41;131.62
PF3D7_1458800;PF3D7_1458800.1;DNA-directed RNA polymerase III subunit RPC5, putative;23.1;68;35.57;50.55;20.99;22.51;19.56;13.27;16.97;37.27;54.79;20.86;33.35;22.06;18.48;19.03
PF3D7_1458900;PF3D7_1458900.1;golgi apparatus membrane protein TVP23, putative;43.2;67.6;22.88;22.1;8.83;53.19;51.76;52.69;66.28;46.43;52.26;30.62;64.02;101.46;65.37;70.16
PF3D7_1459000;PF3D7_1459000.1;ATP-dependent RNA helicase DBP5;66.4;91.3;229.45;216.43;111.25;98.22;77.89;63.79;63.55;206.67;202.03;112.78;88.93;77.51;57.6;60.06
PF3D7_1459100;PF3D7_1459100.1;GTP-binding protein, putative;13.3;28.7;4.57;5.17;1.16;12.74;6.24;9.32;7.67;5.94;5.53;2.59;14.91;9.87;8.14;7.28
PF3D7_1459200;PF3D7_1459200.1;WD repeat-containing protein, putative;45.8;83.2;112.5;65.51;24.06;28.81;35.44;33.24;32.03;98.16;64.02;25.27;24.99;25.55;26.85;24.16
PF3D7_1459300;PF3D7_1459300.1;OPA3-like protein, putative;51.2;80.3;92.1;77.5;26.36;35.68;52.44;78.3;119.26;83.04;60.22;21.19;32.24;59.09;90.61;110.17
PF3D7_1459400;PF3D7_1459400.1;conserved protein, unknown function;85.4;96.6;482.16;439.28;229.02;166.5;175.32;569.12;576.51;432.16;441.15;233.92;159.63;267.99;534.97;533.46
PF3D7_1459500;PF3D7_1459500.1;conserved Plasmodium protein, unknown function;5.1;23.5;2.43;3.83;1.71;9.57;4.09;3.47;2.52;5.29;4.85;1.68;18.42;8.29;8.22;7.21
PF3D7_1459600;PF3D7_1459600.1;conserved Plasmodium protein, unknown function;60;90.1;199.55;191.18;98.3;72.38;72.06;53.96;50.4;149.29;142.94;77.21;55.98;75.15;48.77;49.34
PF3D7_1459700;PF3D7_1459700.1;pyridoxal 5'-phosphate synthase, putative;24.2;75.3;7.6;8.86;9.66;22.07;100.33;18.78;36.15;14.68;9.48;10.2;32.51;97.11;25.69;34.7
PF3D7_1459800;PF3D7_1459800.1;bax inhibitor 1, putative;84.5;97.5;196.47;132.76;158.13;1111.39;812.66;460.04;386.54;263.73;227.59;301.94;913.86;1275.34;609.63;593.88
PF3D7_1459900;PF3D7_1459900.1;rhoptry protein, putative;28.4;96.1;25.37;23.28;3.82;26.21;20.54;477.52;508.26;47.31;40.04;7.85;22.55;51.78;607.17;644.61
PF3D7_1460000;PF3D7_1460000.1;biotin--protein ligase 2;8.2;24.6;1.23;5.97;2.51;7.16;3.37;4.57;6.21;3.83;7.8;2.94;3.84;3.33;6.12;10.95
PF3D7_1460100;PF3D7_1460100.1;FYVE and coiled-coil domain-containing protein;67.5;86;135.87;102.98;51.21;141.67;82.53;66.38;78.9;153.42;149.09;80.45;136.37;109.95;101.91;102.32
PF3D7_1460200;PF3D7_1460200.1;conserved protein, unknown function;10.9;56;3.55;1.91;1.2;42.65;45.29;21.95;23.86;8.71;7.5;2.12;44.61;34.53;25.01;24.99
PF3D7_1460300;PF3D7_1460300.1;60S ribosomal protein L29, putative;72.3;94.2;246.61;306.03;125.49;454.87;175.84;129.27;81.06;195.63;301.04;145.63;218.78;115.85;59.96;55.61
PF3D7_1460400;PF3D7_1460400.1;ubiquitin carboxyl-terminal hydrolase isozyme L3;47.7;81.8;22.69;25.28;20.7;130.93;119.74;46.43;34.17;31.42;34.69;33.63;152.87;141.16;46.02;36.52
PF3D7_1460500;PF3D7_1460500.1;conserved Plasmodium protein, unknown function;28.3;59.5;36.05;26.81;21.58;15.83;21.97;22.77;17.25;25.32;19.29;15.79;13.56;17.25;17.57;14.47
PF3D7_1460600;PF3D7_1460600.1;inner membrane complex sub-compartment protein 3;0;78.8;11.01;5.27;0;17.06;13.37;90.77;110.98;23.53;28.18;1.46;17.03;31.72;193.58;177.65
PF3D7_1460700;PF3D7_1460700.1;60S ribosomal protein L27;82.9;99.5;973.4;962.91;1113.01;1210.62;3151.97;138;187.48;721.17;704.85;803.96;547.1;995.48;62.67;93.71
PF3D7_1460800;PF3D7_1460800.1;snRNA-activating protein complex subunit 3, putative;19.3;40.8;15.48;4.32;2.92;14.66;23.5;26.58;26.96;19.94;9.41;6.67;30.55;38.4;41.08;39.71
PF3D7_1460900;PF3D7_1460900.1;apicoplast ribosomal protein S10, putative;36.4;83.8;47.06;10.71;8.09;44.68;155.81;95.9;97.99;47.62;14.51;7.52;45.19;169.02;116.97;118.84
PF3D7_1460900;PF3D7_1460900.2;apicoplast ribosomal protein S10, putative;36.4;83.8;47.06;10.71;8.09;44.68;155.81;95.9;97.99;47.62;14.51;7.52;45.19;169.02;116.97;118.84
PF3D7_1461000;PF3D7_1461000.1;conserved Plasmodium protein, unknown function;19.4;44.5;7.72;4.35;3.37;21.36;12.05;29.99;22.23;9.77;6.56;2.85;22.05;32.56;26.49;24.23
PF3D7_1461100;PF3D7_1461100.1;conserved Plasmodium protein, unknown function;28.7;54.8;30.01;11.65;9.21;12.82;18.09;32.75;37.81;26.72;11.82;8.43;17.27;20.51;40.4;41.69
PF3D7_1461200;PF3D7_1461200.1;U3 small nucleolar ribonucleoprotein protein IMP3, putative;55.6;89;75.29;80.02;84.69;225.68;64.98;44.1;43.27;198.4;206.53;159.09;318.18;54.59;70.58;73.4
PF3D7_1461300;PF3D7_1461300.1;40S ribosomal protein S28e, putative;91.3;97.3;356.52;421.51;690.17;573.27;395.64;258.55;279.2;354.87;450.78;667.34;625.46;440.24;233.18;246.27
PF3D7_1461400;PF3D7_1461400.1;MORN repeat protein, putative;30.6;93.4;50.79;59.56;12.63;14.43;67.87;332.87;316.65;75.67;86.13;18.19;25.2;81.71;331.95;326.54
PF3D7_1461500;PF3D7_1461500.1;meiotic nuclear division protein 1, putative;0;16.3;2.67;0.96;0;4.13;4.86;6.6;0;5.53;2.56;0;4.27;1.92;8.1;3.95
PF3D7_1461600;PF3D7_1461600.1;splicing factor 3B subunit 2, putative;30.8;86.3;119.91;133.78;113.82;68.74;54.38;23.94;18.97;98.11;101.57;92.13;76.8;42.99;24.72;23.11
PF3D7_1461700;PF3D7_1461700.1;conserved Plasmodium protein, unknown function;21;51.4;17.22;9.28;5.84;33.36;7.85;37.27;19.29;20.3;7.44;7.71;22.05;7.75;11.89;7.44
PF3D7_1461800;PF3D7_1461800.1;conserved Plasmodium protein, unknown function;10.5;51;13.97;19.13;13.68;10.36;6.55;5.92;7.15;13.78;17.09;12.35;8.02;5.75;6.72;7
PF3D7_1461900;PF3D7_1461900.1;valine--tRNA ligase, putative;53.8;86.7;74.52;109.23;117.66;148.36;84.03;40.91;43.79;78.36;128.84;126.58;179.76;116.8;44.71;43.57
PF3D7_1462000;PF3D7_1462000.1;thioredoxin-like protein;8.3;39.5;4.48;9.66;4.56;20.84;24.5;11.09;5.02;10.14;13.77;6.24;19.37;19.37;12.38;4.43
PF3D7_1462100;PF3D7_1462100.1;conserved Plasmodium protein, unknown function;30.4;53.4;28.26;10.74;4.31;15.23;25.38;32.92;27.98;24.8;9.28;4.4;15.21;32.31;39.7;40.57
PF3D7_1462200;PF3D7_1462200.1;conserved protein, unknown function;0;67.5;2.46;0;0;34.36;53.86;54.83;66.21;16.72;2.84;0;46.12;178.32;69.39;89.42
PF3D7_1462300;PF3D7_1462300.1;GTP-binding protein, putative;64.3;85.6;129.26;141.67;84.15;99.85;74.84;58.76;65.39;149.9;170.22;94.8;116.9;123.57;77.18;77.07
PF3D7_1462400;PF3D7_1462400.1;conserved Plasmodium protein, unknown function;9.2;79.2;71.86;95.89;42.76;11.35;6;5.09;6.82;55.33;72.98;35.11;12.48;5.04;5.68;6.06
PF3D7_1462500;PF3D7_1462500.1;conserved Plasmodium protein, unknown function;4.1;19.5;2.39;4.37;0.73;3.89;2.61;1.77;4.82;3.65;4.27;1.28;2.29;4.13;4.16;4.25
PF3D7_1462600;PF3D7_1462600.1;conserved Plasmodium membrane protein, unknown function;5.4;14.7;2.78;2.62;1.42;3.23;3.8;2.58;7.01;2.95;2.6;1.45;2.17;2.63;4.32;7.47
PF3D7_1462700;PF3D7_1462700.1;cytochrome c1 precursor, putative;42.7;86.6;25.38;14.41;9.39;57.93;179.1;172.9;151.95;40.73;20.46;12.95;59.82;208.92;191.92;183.26
PF3D7_1462800;PF3D7_1462800.1;glyceraldehyde-3-phosphate dehydrogenase;97.7;99.9;863.41;1441.62;2241.39;9091.13;14460.01;4217.25;4044.23;1709.8;2921.35;4367.72;8432.29;15708.35;4117.16;3947.98
PF3D7_1462900;PF3D7_1462900.1;conserved Plasmodium protein, unknown function;21.9;59.9;18.95;33.53;16.99;18.88;24.66;12.55;18.95;20.8;33.52;17.1;29.46;17.31;20.37;23.73
PF3D7_1463000;PF3D7_1463000.1;mediator of RNA polymerase II transcription subunit 20, putative;57.7;86.2;44.83;32.4;19.81;179.63;122.54;91.91;77.3;96.45;88.33;48.6;145.85;131.94;90.9;83.48
PF3D7_1463100;PF3D7_1463100.1;conserved Plasmodium protein, unknown function, pseudogene;0;16.9;0.9;0.48;0;6.28;0;3.34;3.02;1.27;3.63;0.27;2.38;2.43;5.59;5.34
PF3D7_1463200;PF3D7_1463200.1;replication factor C subunit 3, putative;18;89;21.13;3.98;13.44;99.48;231.06;78.4;95.86;34.08;16.43;17.03;119.47;401.32;100.24;101.38
PF3D7_1463300;PF3D7_1463300.1;DNA polymerase alpha subunit B, putative;28.2;63.3;23.97;8.73;3.78;30.6;60.89;27.55;18.15;27.69;13.02;4.84;52.67;155.37;37.75;35.51
PF3D7_1463400;PF3D7_1463400.1;DNA-directed RNA polymerase III subunit RPC4, putative;41.5;89.9;167.14;201.56;91.37;149.62;26.61;56.18;49.07;159.43;183.79;92.68;156.59;52.6;38.99;36.47
PF3D7_1463500;PF3D7_1463500.1;fam-a protein;48.9;78.6;83.05;79.59;20.05;32.72;65.4;109.65;80.4;149.71;151.18;44.96;39.87;135.36;65.89;69.87
PF3D7_1463600;PF3D7_1463600.1;conserved Plasmodium protein, unknown function;28.6;75.2;72.44;27.69;23.78;38.03;38.32;17.34;62.81;47.6;16.15;15.35;26.93;58.08;21.3;22.51
PF3D7_1463700;PF3D7_1463700.1;cyclin 1;51.2;77.7;28.43;43.23;62.4;67.38;42.66;45.49;37.46;42.26;64.53;60.24;84.3;53;37.87;35.52
PF3D7_1463800;PF3D7_1463800.1;mitochondrial ribosomal protein S6-2 precursor, putative;24.4;61.8;9.04;19.47;3.07;24.51;57.64;44.71;50.61;24.72;24.29;8.09;64.37;87.9;53.67;43.53
PF3D7_1463900;PF3D7_1463900.1;EF-hand calcium-binding domain-containing protein, putative;33.6;92.9;43.7;32.78;5.71;17;21.38;304.04;296.5;61.37;43.77;8.63;21.71;29.58;340.63;344.05
PF3D7_1464000;PF3D7_1464000.1;YL1 nuclear protein, putative;40.4;85.6;82.62;142.1;69.37;35.41;25.4;30.65;31.23;59.3;93.97;50.4;22.31;19.25;20.96;19.51
PF3D7_1464100;PF3D7_1464100.1;conserved Plasmodium protein, unknown function;21;31.1;7.49;5.01;3.71;14.11;13.27;18.76;12.24;7.1;6.99;3.02;15.05;16.83;16.59;18.29
PF3D7_1464200;PF3D7_1464200.1;zinc finger protein, putative;18.7;79.4;88.98;70.86;21.95;28.83;23.58;12;10.87;79.02;63.67;23.5;29.52;21.56;12.06;9.99
PF3D7_1464300;PF3D7_1464300.1;conserved Plasmodium protein, unknown function;14.5;22;3.37;2.99;1.41;8.76;6.51;10.3;8.66;5.16;8.45;3.32;12.09;5.79;10.68;7.94
PF3D7_1464400;PF3D7_1464400.1;zinc finger protein, putative;72.4;95;156.24;213.15;330.37;334.94;113.88;122.36;81.66;142.41;215.95;267.39;263.37;121.92;158.21;158.2
PF3D7_1464500;PF3D7_1464500.1;conserved Plasmodium membrane protein, unknown function;36.4;57.2;24.72;23.97;19.34;23.84;31.25;22.87;28.25;22.64;23.21;18.2;23.92;28.46;28;30.02
PF3D7_1464600;PF3D7_1464600.1;serine/threonine protein phosphatase UIS2, putative;82.7;92.4;213.48;276.45;199.26;197.32;145.01;154.64;162.98;229.62;295.36;239.44;260.05;176.34;196.22;191.48
PF3D7_1464700;PF3D7_1464700.1;ATP synthase (C/AC39) subunit, putative;79.8;85.7;114.22;98.93;109.46;153.78;137.89;123.59;155.11;158.05;137.05;134.11;369.93;105.93;131.3;132.58
PF3D7_1464800;PF3D7_1464800.1;conserved Plasmodium protein, unknown function;0;20.8;6.08;1.64;1.55;3.53;0;0;5.1;8.59;2.62;0.91;0.73;0;2.52;4.5
PF3D7_1464900;PF3D7_1464900.1;ATP-dependent zinc metalloprotease FTSH, putative;57.8;90.1;154.69;181.6;162.94;85.1;76.11;49.73;46.78;117.86;142.69;136.53;84.54;49.86;36.53;41.07
PF3D7_1465000;PF3D7_1465000.1;cytochrome c oxidase subunit ApiCOX25, putative;36.6;95.3;33.97;13.37;5.98;51.64;175;436.26;428.04;53.23;27.09;11.7;48.3;206.83;442.22;480.17
PF3D7_1465100;PF3D7_1465100.1;conserved oligomeric Golgi complex subunit 6, putative;32.5;60.7;37.59;15.61;9.19;16.11;40.18;45.18;35.28;31.6;15.24;7.02;14.82;37.44;43.15;44.96
PF3D7_1465200;PF3D7_1465200.1;mediator of RNA polymerase II transcription subunit 4, putative;41.1;77.9;63.82;89.57;43.79;96.66;89.86;26.9;27.62;59.36;70.45;37.53;89.37;55.38;24.84;28.3
PF3D7_1465300;PF3D7_1465300.1;ribonuclease Z, putative;33.3;70.1;40.74;57.14;34.98;41.93;41.76;20.47;28.52;39.86;57.93;43.07;52.87;40.81;22.68;24.84
